book_id,authors,original_title,image_url
19063,Markus Zusak,The Book Thief,https://images.gr-assets.com/books/1390053681m/19063.jpg
4381,Ray Bradbury,Fahrenheit 451,https://images.gr-assets.com/books/1351643740m/4381.jpg
49041,Stephenie Meyer,"New Moon (Twilight, #2)",https://images.gr-assets.com/books/1361039440m/49041.jpg
30119,Shel Silverstein,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,https://images.gr-assets.com/books/1168052448m/30119.jpg
256683,Cassandra Clare,City of Bones,https://images.gr-assets.com/books/1432730315m/256683.jpg
428263,Stephenie Meyer,Eclipse,https://images.gr-assets.com/books/1361038355m/428263.jpg
113436,Christopher Paolini,Eragon,https://images.gr-assets.com/books/1366212852m/113436.jpg
11,Douglas Adams,The Hitchhiker's Guide to the Galaxy,https://images.gr-assets.com/books/1327656754m/11.jpg
5129,Aldous Huxley,Brave New World,https://images.gr-assets.com/books/1487389574m/5129.jpg
1162543,Stephenie Meyer,Breaking Dawn,https://images.gr-assets.com/books/1361039438m/1162543.jpg
37435,Sue Monk Kidd,The Secret Life of Bees,https://images.gr-assets.com/books/1473454532m/37435.jpg
2956,"Mark Twain, John Seelye, Guy Cardwell",The Adventures of Huckleberry Finn,https://images.gr-assets.com/books/1405973850m/2956.jpg
24178,"E.B. White, Garth Williams, Rosemary Wells",Charlotte's Web,https://images.gr-assets.com/books/1439632243m/24178.jpg
1618,Mark Haddon,The Curious Incident of the Dog in the Night-Time,https://images.gr-assets.com/books/1479863624m/1618.jpg
22557272,Paula Hawkins,The Girl on the Train,https://images.gr-assets.com/books/1490903702m/22557272.jpg
119322,Philip Pullman,Northern Lights,https://images.gr-assets.com/books/1451271747m/119322.jpg
6185,"Emily Brontë, Richard J. Dunn",Wuthering Heights,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10917,Jodi Picoult,My Sister's Keeper,https://images.gr-assets.com/books/1369504683m/10917.jpg
4981,Kurt Vonnegut Jr.,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",https://images.gr-assets.com/books/1440319389m/4981.jpg
18405,Margaret Mitchell,Gone with the Wind,https://images.gr-assets.com/books/1328025229m/18405.jpg
128029,Khaled Hosseini,A Thousand Splendid Suns,https://images.gr-assets.com/books/1345958969m/128029.jpg
22628,Stephen Chbosky,The Perks of Being a Wallflower,https://images.gr-assets.com/books/1167352178m/22628.jpg
11735983,Veronica Roth,Insurgent,https://images.gr-assets.com/books/1325667729m/11735983.jpg
375802,Orson Scott Card,Ender's Game,https://images.gr-assets.com/books/1408303130m/375802.jpg
18490,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle","Frankenstein; or, The Modern Prometheus",https://images.gr-assets.com/books/1381512375m/18490.jpg
11588,Stephen King,The Shining,https://images.gr-assets.com/books/1353277730m/11588.jpg
1656001,Stephenie Meyer,The Host,https://images.gr-assets.com/books/1318009171m/1656001.jpg
99561,John Green,Looking for Alaska,https://images.gr-assets.com/books/1394798630m/99561.jpg
227443,Helen Fielding,,https://images.gr-assets.com/books/1292060045m/227443.jpg
14935,"Jane Austen, Tony Tanner, Ros Ballaster",Sense and Sensibility,https://images.gr-assets.com/books/1397245675m/14935.jpg
38709,"Louis Sachar, Louis Sachar",Holes,https://images.gr-assets.com/books/1327781893m/38709.jpg
5139,Lauren Weisberger,The Devil Wears Prada,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1381,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",Ὀδύσσεια,https://images.gr-assets.com/books/1390173285m/1381.jpg
157993,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",Le Petit Prince,https://images.gr-assets.com/books/1367545443m/157993.jpg
7445,Jeannette Walls,The Glass Castle,https://images.gr-assets.com/books/1400930557m/7445.jpg
1845,Jon Krakauer,Into the Wild,https://images.gr-assets.com/books/1403173986m/1845.jpg
1953,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",A Tale of Two Cities,https://images.gr-assets.com/books/1344922523m/1953.jpg
7677,Michael Crichton,Jurassic Park,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
370493,Shel Silverstein,The Giving Tree,https://images.gr-assets.com/books/1174210942m/370493.jpg
32542,John Grisham,A Time to Kill,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1617,"Elie Wiesel, Marion Wiesel",Un di Velt Hot Geshvign,https://images.gr-assets.com/books/1473495285m/1617.jpg
6442769,John Green,Paper Towns,https://images.gr-assets.com/books/1349013610m/6442769.jpg
21787,William Goldman,The Princess Bride,https://images.gr-assets.com/books/1327903636m/21787.jpg
231804,S.E. Hinton,The Outsiders,https://images.gr-assets.com/books/1442129426m/231804.jpg
6186357,James Dashner,The Maze Runner,https://images.gr-assets.com/books/1375596592m/6186357.jpg
1202,"Steven D. Levitt, Stephen J. Dubner",Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://images.gr-assets.com/books/1327909092m/1202.jpg
2998,Frances Hodgson Burnett,The Secret Garden,https://images.gr-assets.com/books/1327873635m/2998.jpg
320,"Gabriel García Márquez, Gregory Rabassa",Cien años de soledad,https://images.gr-assets.com/books/1327881361m/320.jpg
5297,"Oscar Wilde, Jeffrey Eugenides",The Picture of Dorian Gray,https://images.gr-assets.com/books/1424596966m/5297.jpg
13536860,E.L. James,Fifty Shades Freed,https://images.gr-assets.com/books/1336418837m/13536860.jpg
17245,"Bram Stoker, Nina Auerbach, David J. Skal",Dracula,https://images.gr-assets.com/books/1387151694m/17245.jpg
5060378,"Stieg Larsson, Reg Keeland",Flickan som lekte med elden,https://images.gr-assets.com/books/1351778881m/5060378.jpg
11857408,E.L. James,Fifty Shades Darker,https://images.gr-assets.com/books/1358266080m/11857408.jpg
7244,Barbara Kingsolver,The Poisonwood Bible,https://images.gr-assets.com/books/1412242487m/7244.jpg
4137,David Sedaris,Me Talk Pretty One Day,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
19543,Maurice Sendak,Where the Wild Things Are,https://images.gr-assets.com/books/1384434560m/19543.jpg
7126,"Alexandre Dumas, Robin Buss",Le Comte de Monte-Cristo,https://images.gr-assets.com/books/1309203605m/7126.jpg
6288,Cormac McCarthy,The Road,https://images.gr-assets.com/books/1439197219m/6288.jpg
18710190,Veronica Roth,Allegiant,https://images.gr-assets.com/books/1395582745m/18710190.jpg
9418327,Tina Fey,Bossypants,https://images.gr-assets.com/books/1481509554m/9418327.jpg
3473,Nicholas Sparks,A Walk to Remember,https://images.gr-assets.com/books/1385738968m/3473.jpg
9416,Sophie Kinsella,Confessions of a Shopaholic,https://images.gr-assets.com/books/1327872404m/9416.jpg
24280,"Victor Hugo, Lee Fahnestock, Norman MacAfee",Les Misérables,https://images.gr-assets.com/books/1411852091m/24280.jpg
10572,George R.R. Martin,A Clash of Kings,https://images.gr-assets.com/books/1358254974m/10572.jpg
10441,Kim Edwards,The Memory Keeper's Daughter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15507958,Jojo Moyes,Me Before You,https://images.gr-assets.com/books/1357108762m/15507958.jpg
168668,Joseph Heller,Catch-22,https://images.gr-assets.com/books/1463157317m/168668.jpg
6900,"Mitch Albom, Saulius Dagys",Tuesdays with Morrie,https://images.gr-assets.com/books/1423763749m/6900.jpg
2187,Jeffrey Eugenides,Middlesex,https://images.gr-assets.com/books/1437029776m/2187.jpg
24583,"Mark Twain, Guy Cardwell, John Seelye",The Adventures of Tom Sawyer,https://images.gr-assets.com/books/1404811979m/24583.jpg
18131,Madeleine L'Engle,A Wrinkle in Time,https://images.gr-assets.com/books/1329061522m/18131.jpg
7763,Amy Tan,The Joy Luck Club,https://images.gr-assets.com/books/1304978653m/7763.jpg
38447,Margaret Atwood,The Handmaid's Tale,https://images.gr-assets.com/books/1498057733m/38447.jpg
452306,Ann Brashares,The Sisterhood of the Traveling Pants,https://images.gr-assets.com/books/1461611233m/452306.jpg
7604,"Vladimir Nabokov, Craig Raine",Lolita,https://images.gr-assets.com/books/1377756377m/7604.jpg
37442,"Gregory Maguire, Douglas Smith",Wicked: The Life and Times of the Wicked Witch of the West,https://images.gr-assets.com/books/1437733293m/37442.jpg
5358,John Grisham,The Firm,https://images.gr-assets.com/books/1418465200m/5358.jpg
7937843,Emma Donoghue,Room,https://images.gr-assets.com/books/1344265419m/7937843.jpg
1420,"William Shakespeare, Richard Andrews, Rex Gibson","The Tragicall Historie of Hamlet, Prince of Denmark",https://images.gr-assets.com/books/1351051208m/1420.jpg
234225,Frank Herbert,Dune,https://images.gr-assets.com/books/1434908555m/234225.jpg
2612,Malcolm Gladwell,The Tipping Point: How Little Things Can Make a Big Difference,https://images.gr-assets.com/books/1473396980m/2612.jpg
11084145,Walter Isaacson,Steve Jobs,https://images.gr-assets.com/books/1327861368m/11084145.jpg
332613,Ken Kesey,One Flew Over the Cuckoo's Nest,https://images.gr-assets.com/books/1485308778m/332613.jpg
2165,Ernest Hemingway,The Old Man and the Sea,https://images.gr-assets.com/books/1329189714m/2165.jpg
4395,John Steinbeck,The Grapes of Wrath,https://images.gr-assets.com/books/1352912927m/4395.jpg
3431,Mitch Albom,The Five People You Meet in Heaven,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8127,L.M. Montgomery,Anne of Green Gables,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3777732,Cassandra Clare,City of Glass,https://images.gr-assets.com/books/1369452339m/3777732.jpg
62291,George R.R. Martin,A Storm of Swords,https://images.gr-assets.com/books/1497931121m/62291.jpg
137791,Rebecca Wells,Divine Secrets of the Ya-Ya Sisterhood,https://images.gr-assets.com/books/1408313524m/137791.jpg
10964,Diana Gabaldon,Outlander,https://images.gr-assets.com/books/1402600310m/10964.jpg
12296,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",The Scarlet Letter,https://images.gr-assets.com/books/1404810944m/12296.jpg
9460487,Ransom Riggs,Miss Peregrine’s Home for Peculiar Children,https://images.gr-assets.com/books/1472782916m/9460487.jpg
6892870,"Stieg Larsson, Reg Keeland",Luftslottet som sprängdes,https://images.gr-assets.com/books/1327708260m/6892870.jpg
18007564,Andy Weir,The Martian,https://images.gr-assets.com/books/1413706054m/18007564.jpg
5043,Ken Follett,The Pillars of the Earth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18143977,Anthony Doerr,,https://images.gr-assets.com/books/1451445646m/18143977.jpg
8664353,Laura Hillenbrand,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",https://images.gr-assets.com/books/1327861115m/8664353.jpg
976,Dan Brown,Deception Point,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
17333223,Donna Tartt,The Goldfinch,https://images.gr-assets.com/books/1451554970m/17333223.jpg
1217100,Jay Asher,Thirteen Reasons Why,https://images.gr-assets.com/books/1333822506m/1217100.jpg
2865,Tracy Chevalier,Girl with a Pearl Earring,https://images.gr-assets.com/books/1327197580m/2865.jpg
4374400,Gayle Forman,If I Stay,https://images.gr-assets.com/books/1347462970m/4374400.jpg
4989,Anita Diamant,The Red Tent,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
28186,Rick Riordan,The Sea of Monsters,https://images.gr-assets.com/books/1400602661m/28186.jpg
5526,Nicholas Sparks,Dear John,https://images.gr-assets.com/books/1397749854m/5526.jpg
1582996,Cassandra Clare,City of Ashes,https://images.gr-assets.com/books/1432730356m/1582996.jpg
8852,William Shakespeare,The Tragedy of Macbeth,https://images.gr-assets.com/books/1459795224m/8852.jpg
15241,J.R.R. Tolkien,The Two Towers,https://images.gr-assets.com/books/1298415523m/15241.jpg
42156,Emily Giffin,Something Borrowed,https://images.gr-assets.com/books/1305063535m/42156.jpg
23772,"Dr. Seuss, לאה נאור",Green Eggs and Ham,https://images.gr-assets.com/books/1468680100m/23772.jpg
6310,"Roald Dahl, Quentin Blake",Charlie and the Chocolate Factory,https://images.gr-assets.com/books/1309211401m/6310.jpg
2120932,Rick Riordan,The Battle of the Labyrinth,https://images.gr-assets.com/books/1443142158m/2120932.jpg
2623,Charles Dickens,Great Expectations,https://images.gr-assets.com/books/1327920219m/2623.jpg
18512,J.R.R. Tolkien,The Return of the King,https://images.gr-assets.com/books/1389977161m/18512.jpg
49552,"Albert Camus, Matthew    Ward",L’Étranger,https://images.gr-assets.com/books/1349927872m/49552.jpg
7736182,Rick Riordan,The Lost Hero,https://images.gr-assets.com/books/1464201003m/7736182.jpg
15745753,Rainbow Rowell,Eleanor & Park,https://images.gr-assets.com/books/1341952742m/15745753.jpg
13497,George R.R. Martin,A Feast for Crows,https://images.gr-assets.com/books/1429538615m/13497.jpg
7735333,Ally Condie,Matched,https://images.gr-assets.com/books/1367706191m/7735333.jpg
4407,Neil Gaiman,American Gods,https://images.gr-assets.com/books/1258417001m/4407.jpg
149267,"Stephen King, Bernie Wrightson",The Stand,https://images.gr-assets.com/books/1213131305m/149267.jpg
6400090,Nicholas Sparks,The Last Song,https://images.gr-assets.com/books/1286549186m/6400090.jpg
11125,Dan Brown,Digital Fortress,https://images.gr-assets.com/books/1360095966m/11125.jpg
6969,"Jane Austen, Fiona Stafford",Emma,https://images.gr-assets.com/books/1373627931m/6969.jpg
15823480,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",Анна Каренина,https://images.gr-assets.com/books/1352422904m/15823480.jpg
227463,Anthony Burgess,A Clockwork Orange,https://images.gr-assets.com/books/1348339306m/227463.jpg
1812457,William Paul Young,The Shack: Where Tragedy Confronts Eternity,https://images.gr-assets.com/books/1344270232m/1812457.jpg
4502507,Rick Riordan,The Last Olympian,https://images.gr-assets.com/books/1327924597m/4502507.jpg
18342,Stephen King,It,https://images.gr-assets.com/books/1309376909m/18342.jpg
7144,"Fyodor Dostoyevsky, David McDuff",Преступление и наказание,https://images.gr-assets.com/books/1382846449m/7144.jpg
6514,Sylvia Plath,The Bell Jar,https://images.gr-assets.com/books/1473890514m/6514.jpg
252577,Frank McCourt,Angela's Ashes: A Memoir,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
52036,"Hermann Hesse, Hilda Rosner",Siddhartha,https://images.gr-assets.com/books/1428715580m/52036.jpg
168642,Truman Capote,In Cold Blood,https://images.gr-assets.com/books/1424931136m/168642.jpg
6304335,"Kami Garcia, Margaret Stohl",Beautiful Creatures,https://images.gr-assets.com/books/1327873282m/6304335.jpg
7171637,Cassandra Clare,Clockwork Angel,https://images.gr-assets.com/books/1454962884m/7171637.jpg
39988,"Roald Dahl, Quentin Blake",Matilda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9361589,Erin Morgenstern,The Night Circus,https://images.gr-assets.com/books/1387124618m/9361589.jpg
37470,Philippa Gregory,The Other Boleyn Girl,https://images.gr-assets.com/books/1355932638m/37470.jpg
24770,Scott Westerfeld,Uglies,https://images.gr-assets.com/books/1443904172m/24770.jpg
10664113,George R.R. Martin,A Dance with Dragons,https://images.gr-assets.com/books/1327885335m/10664113.jpg
33,J.R.R. Tolkien,The Lord of the Rings,https://images.gr-assets.com/books/1411114164m/33.jpg
12262741,Cheryl Strayed,Wild: From Lost to Found on the Pacific Crest Trail ,https://images.gr-assets.com/books/1453189881m/12262741.jpg
472331,"Alan Moore, Dave Gibbons, John Higgins",Watchmen,https://images.gr-assets.com/books/1442239711m/472331.jpg
186074,Patrick Rothfuss,The Name of the Wind,https://images.gr-assets.com/books/1472068073m/186074.jpg
3228917,Malcolm Gladwell,Outliers: The Story of Success,https://images.gr-assets.com/books/1344266315m/3228917.jpg
153747,"Herman Melville, Andrew Delbanco, Tom Quirk","Moby Dick; or, The Whale",https://images.gr-assets.com/books/1327940656m/153747.jpg
2728527,"Mary Ann Shaffer, Annie Barrows",The Guernsey Literary and Potato Peel Pie Society,https://images.gr-assets.com/books/1351979318m/2728527.jpg
5759,Chuck Palahniuk,Fight Club,https://images.gr-assets.com/books/1357128997m/5759.jpg
301082,Charlaine Harris,Dead Until Dark,https://images.gr-assets.com/books/1468560853m/301082.jpg
11486,Alice Walker,The Color Purple,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12691,John Grogan,Marley & Me: Life and Love with the World's Worst Dog,https://images.gr-assets.com/books/1308858322m/12691.jpg
16299,Agatha Christie,Ten Little Niggers,https://images.gr-assets.com/books/1391120695m/16299.jpg
6411961,Dan Brown,The Lost Symbol,https://images.gr-assets.com/books/1358274396m/6411961.jpg
6339664,Becca Fitzpatrick,"Hush, Hush",https://images.gr-assets.com/books/1358261334m/6339664.jpg
11505797,Jamie McGuire,Beautiful Disaster,https://images.gr-assets.com/books/1358259032m/11505797.jpg
5326,Charles Dickens,A Christmas Carol,https://images.gr-assets.com/books/1406512317m/5326.jpg
43763,Anne Rice,Interview with the Vampire,https://images.gr-assets.com/books/1380631642m/43763.jpg
10507293,Kiera Cass,The Selection,https://images.gr-assets.com/books/1322103400m/10507293.jpg
6853,Janet Evanovich,One for the Money,https://images.gr-assets.com/books/1316730230m/6853.jpg
6493208,Rebecca Skloot,The Immortal Life of Henrietta Lacks,https://images.gr-assets.com/books/1327878144m/6493208.jpg
23807,Thomas Harris,The Silence of the Lambs,https://images.gr-assets.com/books/1390426249m/23807.jpg
345627,Richelle Mead,,https://images.gr-assets.com/books/1361098973m/345627.jpg
40102,Malcolm Gladwell,Blink: The Power of Thinking Without Thinking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6867,Ian McEwan,Atonement,https://images.gr-assets.com/books/1320449708m/6867.jpg
485894,"Franz Kafka, Stanley Corngold",Die Verwandlung,https://images.gr-assets.com/books/1359061917m/485894.jpg
561456,Rick Riordan,The Titan's Curse,https://images.gr-assets.com/books/1361038385m/561456.jpg
9969571,Ernest Cline,,https://images.gr-assets.com/books/1500930947m/9969571.jpg
3153910,Garth Stein,The Art of Racing in the Rain,https://images.gr-assets.com/books/1377206302m/3153910.jpg
21996,"Erik Larson, Tony Goldwyn","The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",https://images.gr-assets.com/books/1312066724m/21996.jpg
13572249,Sylvia Day,Bared to You,https://images.gr-assets.com/books/1477803272m/13572249.jpg
11127,"C.S. Lewis, Pauline Baynes",The Chronicles of Narnia,https://images.gr-assets.com/books/1449868701m/11127.jpg
3609760,Mark Cotta Vaz,Twilight: The Complete Illustrated Movie Companion,https://images.gr-assets.com/books/1352539022m/3609760.jpg
60748,Dave Pelzer,"A Child Called ""It"": One Child's Courage to Survive",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7869,Robert Ludlum,The Bourne Identity,https://images.gr-assets.com/books/1335860740m/7869.jpg
249747,Eoin Colfer,Artemis Fowl,https://images.gr-assets.com/books/1327945104m/249747.jpg
6487308,Lauren Kate,Fallen,https://images.gr-assets.com/books/1440619649m/6487308.jpg
4406,John Steinbeck,East of Eden  ,https://images.gr-assets.com/books/1441547516m/4406.jpg
5886881,Gillian Flynn,Dark Places,https://images.gr-assets.com/books/1354988288m/5886881.jpg
5359,John Grisham,The Client,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
228333,"Emma McLaughlin, Nicola Kraus",The Nanny Diaries,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
24213,"Lewis Carroll, John Tenniel, Martin Gardner",Alice's Adventures in Wonderland,https://images.gr-assets.com/books/1327872220m/24213.jpg
2156,"Jane Austen, James Kinsley, Deidre Shauna Lynch",Persuasion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
556602,Tatiana de Rosnay,Elle s'appelait Sarah,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
43615,Stephen King,The Gunslinger,https://images.gr-assets.com/books/1375776480m/43615.jpg
9712,"Gabriel García Márquez, Edith Grossman",El amor en los tiempos del cólera,https://images.gr-assets.com/books/1327124987m/9712.jpg
439288,Laurie Halse Anderson,Speak,https://images.gr-assets.com/books/1310121762m/439288.jpg
17802724,Liane Moriarty,The Husband's Secret ,https://images.gr-assets.com/books/1460577225m/17802724.jpg
1898,Jon Krakauer,Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://images.gr-assets.com/books/1463384482m/1898.jpg
10592,Stephen King,Carrie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
242006,Augusten Burroughs,Running with Scissors,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8908,Max Brooks,World War Z: An Oral History of the Zombie War,https://images.gr-assets.com/books/1386328204m/8908.jpg
17212231,Dan Brown,Inferno,https://images.gr-assets.com/books/1397093185m/17212231.jpg
47281,Lois Lowry,Number the Stars,https://images.gr-assets.com/books/1370917812m/47281.jpg
13145,James Patterson,Along Came a Spider,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10614,Stephen King,Misery,https://images.gr-assets.com/books/1270545451m/10614.jpg
66559,Gillian Flynn,Sharp Objects,https://images.gr-assets.com/books/1423241485m/66559.jpg
2839,Katherine Paterson,Bridge to Terabithia,https://images.gr-assets.com/books/1327880087m/2839.jpg
30183,"P.C. Cast, Kristin Cast",Marked,https://images.gr-assets.com/books/1317067002m/30183.jpg
36072,Stephen R. Covey,The 7 Habits of Highly Effective People,https://images.gr-assets.com/books/1421842784m/36072.jpg
1622,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",A Midsummer Night's Dream,https://images.gr-assets.com/books/1327874534m/1622.jpg
4588,Jonathan Safran Foer,Extremely Loud and Incredibly Close,https://images.gr-assets.com/books/1327879967m/4588.jpg
11387515,R.J. Palacio,Wonder,https://images.gr-assets.com/books/1309285027m/11387515.jpg
233093,Dr. Seuss,The Cat in the Hat,https://images.gr-assets.com/books/1468890477m/233093.jpg
11235712,Marissa Meyer,Cinder,https://images.gr-assets.com/books/1470056948m/11235712.jpg
